,qid,dob,dod,name,text
2011868,Q1387370,1927.0,2007.0,Hans-Joachim Gottschol,"Hans-Joachim Gottschol (* 23. August 1927 in Hagen; † 2. Februar 2007 ebenda) war ein deutscher Unternehmer.

 Werdegang 

Er studierte Metallhüttenkunde in Clausthal-Zellerfeld und promovierte in Aac"
2011975,Q1388706,1926.0,1996.0,Hans Prescher,"Clemens Richard Hans Prescher (* 8. Mai 1926 in Strehla; † 29. September 1996 in Dresden) war ein deutscher Geologe und Museumsdirektor.

 Leben 
Seine Kindheit verbrachte er in Strehla und Dresden, w"
2012220,Q1391450,1926.0,,Günther Massenkeil,"Günther Massenkeil (* 11. März 1926 in Wiesbaden) ist ein deutscher Professor, Musikwissenschaftler, Autor und Konzertsänger.

 Biographie 
 Kindheit und Jugend 
Günther Massenkeil ist Sohn von Dr. ph"
2012224,Q1391530,1927.0,2011.0,Wilhelm Börner (Mediziner),Wilhelm Börner (* 5. Juni 1927 in Obermichelbach; † 14. November 2011 in Würzburg) war ein deutscher Nuklearmediziner. Er war Professor für Nuklearmedizin an der Julius-Maximilians-Universität Würzbur
2012238,Q1391760,1928.0,,Peter van Vlodrop,"Peter van Vlodrop (* 9. Juli 1928 in Süchteln) ist ein deutscher Kommunalpolitiker und ehrenamtlicher Landrat (CDU).

 Leben und Beruf 
Nach dem Schulbesuch absolvierte er von 1943 bis 1946 eine Ausbi"
2012607,Q1396075,1929.0,2006.0,Ludwig Bertsch,P. Ludwig Bertsch SJ (* 16. Juni 1929 in Frankfurt am Main; † 28. August 2006 in Köln) war ein deutscher Jesuit und Theologe. Bertsch war Rektor der Philosophisch-Theologische Hochschule Sankt Georgen
2013360,Q1405031,1929.0,1967.0,Max Willi Sahmland,"mini|hochkant=1.2|Max Sahmland
Max Willi Sahmland (* 28. März 1929 in Berlin; † 27. Januar 1967 ebenda) war ein Todesopfer an der Berliner Mauer.

 Leben 
Nach der Schule begann Max Sahmland in der La"
2013383,Q1405201,1928.0,2006.0,Ferdinand Dieterich,"Ferdinand Dieterich (* 8. November 1928 in Blankenburg (Harz); † 23. Juli 2006) war ein deutscher Hochschullehrer, Chirurg und Urologe.

 Werdegang 
Dieterich wurde als Sohn eines Tischlers in Blanken"
2013722,Q1409431,1927.0,1999.0,Johannes Hanselmann,"Johannes Hanselmann (* 9. März 1927 in Ehingen am Ries; † 2. Oktober 1999 in Rotthalmünster) war von 1975 bis 1994 Landesbischof der Evangelisch-Lutherischen Kirche in Bayern, der drittgrößten Kirche "
2013892,Q1412559,1927.0,2013.0,Herbert Kupfer,"Herbert Kupfer (* 26. März 1927 in München; † 30. Dezember 2013) war ein deutscher Bauingenieur und Hochschullehrer.

Kupfer studierte von 1946 bis 1949 an der TH München Bauingenieurwesen und promovi"
2014002,Q1414801,1926.0,2009.0,Heinrich Will (Speerwerfer),"Heinrich Otto „Heiner“ Will (* 22. Oktober 1926 in Möglin; † 18. Oktober 2009 in Rendsburg) war ein deutscher Speerwerfer.

Heiner Will vom Rendsburger Turn- und Sportverein ging in die Sportgeschicht"
2014126,Q1418012,1928.0,,Heinrich Jaenecke,"Heinrich Jaenecke (* 25. Februar 1928 in Berlin; † 4. Oktober 2014Traueranzeige, Süddeutsche Zeitung, 11. Oktober 2014, SZ-Gedenken.de, abgerufen am 5. November 2014.) war ein deutscher Journalist, Pu"
2014162,Q1418792,1926.0,2010.0,Rainer Küchenmeister,"[[Datei:Stolperstein Sächsische Str 63a (Wilmd) Rainer Küchenmeister.jpg|thumb|Stolperstein vor dem Haus, Sächsische Straße 63a, in Berlin-Wilmersdorf]]
Rainer Küchenmeister (* 14. Oktober 1926 in Ahl"
2014376,Q1422956,1927.0,,Helmut Striffler,"miniatur|Helmut Striffler, 2009
Helmut Striffler (* 1. Februar 1927 in Ludwigshafen am Rhein) ist deutscher Architekt und Hochschullehrer. 

 Leben 
Striffler legte seine Abiturprüfung im Jahr 1947 ab"
2014395,Q1423182,1929.0,,Anton Weißenbach,Anton Weißenbach (* 24. Januar 1929 in Wolferts bei Ottobeuren) ist ein deutscher Bauingenieur mit dem Schwerpunkt Geotechnik und speziell Baugruben. Er war bis zu seiner Pensionierung Professor an de
2014639,Q1428897,1928.0,1997.0,Hans Iven,"Hans Iven (* 25. März 1928 in Birkesdorf; † 15. April 1997 in Düren) war ein deutscher Politiker (SPD).

 Leben und Beruf 
Nach dem Besuch der Volksschule absolvierte Iven eine Lehre als Maschinenschl"
2014762,Q1430129,1930.0,1965.0,Gerhard Schreeb,"Gerhard Schreeb (* 20. Juli 1930 in Heidesheim; † 4. November 1965 in Mainz) war ein deutscher Hochschuldozent.

 Leben 
1944 wurde Schreeb zum Volkssturm eingezogen und geriet in amerikanische Kriegs"
2014835,Q1432067,1927.0,2004.0,Renate Lepsius,"Renate Lepsius geb. Meyer (* 21. Juni 1927 in Berlin; † 28. Juni 2004 in Weinheim) war eine deutsche Historikerin, Publizistin und Politikerin (SPD).
__NOTOC__
 Leben 
Nach dem Abitur studierte Renate"
2014873,Q1432925,1927.0,,Hildegard Brenner,"Hildegard Brenner (* 9. September 1927 in Bonn) ist eine deutsche Literaturwissenschaftlerin.

 Leben 
Hildegard Brenner promovierte 1952 an der FU Berlin mit einer Arbeit zur Dichtungstheorie Hölderl"
2014942,Q1435139,1926.0,,Ruth Schmidt-Wiegand,"Ruth Schmidt-Wiegand, eigentlich Schmidt geb. Wiegand, (* 1. Januar 1926 in Berlin) ist eine deutsche Germanistin und Rechtshistorikerin.

Ruth Schmidt-Wiegand studierte von 1946 bis 1950 Geschichte, "
2014947,Q1435384,1932.0,,Fifi Brix,"Fifi Brix (* 16. Dezember 1932 in Magdeburg als Lore Kowalke, nach Heirat Lore Wittek) ist eine deutsche Chansonnière, Komponistin und Autorin.

 Leben und Wirken 
Nach Informationen der Schallplatten"
2014970,Q1435991,1928.0,2005.0,Hans Hoffmann-Ybbs,"Hans Hoffmann-Ybbs (* 1. Jänner 1928 in Ybbs, Niederösterreich; † 30. August 2005 in Grieskirchen) war ein  österreichischer Maler.

 Leben 
Hans Hoffmann-Ybbs wurde 1928 in Ybbs an der Donau geboren."
2015090,Q1439069,1927.0,2007.0,Horst Bachmann,"Horst Bachmann (* 1. Juni 1927 in Bautzen; † 12. Januar 2007 in Rothenburg/Oberlausitz) war ein deutscher Maler, Bildhauer und Zeichner.

 Leben und Werk 
Bachmann besuchte bis 1944 die Wirtschaftsobe"
2015115,Q1439522,1927.0,,Ludwig Berekoven,"Ludwig Berekoven (* 28. Mai 1927 in Duisburg) ist ein deutscher Wirtschaftswissenschaftler.

Berekoven studierte Betriebswirtschaftslehre an der Friedrich-Alexander-Universität Erlangen-Nürnberg, 1960"
2015142,Q1439890,1930.0,2004.0,Josef Weinwurm,Josef Weinwurm (* 16. September 1930 in Haugsdorf (Österreich)Haft Wien: Josef Weinwurm tot; † 22. August 2004 in Krems an der Donau) ging 1963 als der „Opernmörder“ in die Wiener Kriminalgeschichte e
2015457,Q1442892,1926.0,2003.0,Fritz Rösel,"Fritz Rösel (* 25. März 1926 in Heidenau bei Dresden; † 9. Juli 2003 in Berlin) war ein deutscher Gewerkschafter (FDGB) und Funktionär.

 Leben 
Rösel, Sohn einer Arbeiterfamilie, erlernte nach dem Be"
2015463,Q1442931,1929.0,,Frank Benseler,"Frank Benseler (* 22. September 1929 in Remscheid) ist ein deutscher Soziologe und emeritierter Hochschullehrer der Universität Paderborn.

Leben 
Benseler wurde 1958 an der Universität zu Köln mit ei"
2015676,Q1444302,1929.0,,Frank Terpe,"Frank Terpe (born Nünchritz 10 October 1929) is a German mathematician and retired Politician (SDP/SPD).   

He was a professor at Greifswald University.   In 1990 he served as Minister for Research a"
2015911,Q1446288,1926.0,,Franz Bileck,"Franz Bileck (* 18. Juli 1926 in Wien) ist ein österreichischer Gitarrist, Komponist und Kapellmeister.

Sein Repertoire beinhaltet Klassische Musik, Jazz, Flamenco und Rock ’n’ Roll. Er war unter and"
2015988,Q1446786,1929.0,1970.0,Franz Fischer (Philosoph),"Franz Fischer (* 20. Mai 1929 in Niederösterreich; † 4. November 1970) war ein österreichischer Philosoph.

 Leben 
Fischer studierte von 1951 bis 1955 in Wien bei Erich Heintel Philosophie, bei dem e"
2016021,Q1447025,1928.0,,Franz Gutmann (Bildhauer),"Franz Gutmann (* 3. Oktober 1928 in Obermünstertal) ist ein deutscher Bildhauer. Er lebt und arbeitet auf dem Stohren am oberen Ende des Münstertals.

[[Datei:St Trudpert Friedhof Skulptur Hand.jpg|mi"
2016063,Q1447311,1927.0,2010.0,Franz Horak,"Franz Horak (* 31. Juli 1927 in Salzburg; † 16. August 2010 in Innsbruck) war ein österreichischer Rechtshistoriker und Spezialist für Römisches Recht.

Er wurde 1969 an der Universität Innsbruck bei "
2016217,Q1448210,1929.0,2005.0,Franz Maurer,"100px|thumb|right|Pater Maurer in Rwanda, April 1986

Pater Franz Alois Maurer (* 16. April 1929 in Schiffweiler/Saarland; † 26. Juni 2005 in Dillingen/Saarland) war ein Missionar der Weißen Väter und"
2016276,Q1448605,1926.0,2009.0,Franz Pöggeler,"Franz Pöggeler (* 23. Dezember 1926 in Letmathe, heute Stadt Iserlohn; † 31. Oktober 2009 in Aachen) war ein deutscher Professor der Pädagogik, dessen Schwerpunkte und besondere Verdienste vor allem a"
2016304,Q1448761,1927.0,,Franz Ronig,"Franz Ronig (* 11. September 1927 in Troisdorf) ist ein römisch-katholischer Priester und Kunsthistoriker.

 Leben 
Franz Ronig studierte Katholische Theologie in Trier. Anschließend studierte er Kuns"
2016313,Q1448809,1927.0,1989.0,Franz Rydz,Franz Rydz (* 27. Mai 1927 in Salsitz; † 20. November 1989 in Kienbaum) war ein ranghoher Sportfunktionär in der Deutschen Demokratischen Republik (DDR). Er wirkte unter anderem von 1966 bis 1989 als 
2016373,Q1449088,1929.0,,Franz Skorzak,"Franz Skorzak (* 28. Januar 1929 in Flensburg) ist ein deutscher Politiker (CDU).

 Leben und Beruf 
Nach dem Besuch der Volksschule absolvierte er eine Lehre als Dreher und anschließend eine Lehre al"
2016385,Q1449178,1929.0,,Klaus Backmund,"Klaus Backmund (* 22. Mai 1929 in München) ist ein deutscher Bildhauer.

Er studierte als Bildhauer bei Prof. Josef Henselmann an der Akademie der Bildenden Künste München. Hier schuf er mehrere Werke"
2016437,Q1449501,1926.0,1988.0,Franz Willinger,"Franz Willinger (* 7. Oktober 1926 in Wien; † 24. Februar 1988 in Graz) war ein österreichischer Politiker (SPÖ) und Gewerkschaftssekretär. Er war von 1971 bis 1983 Abgeordneter zum Nationalrat.

Will"
2016603,Q1451080,1926.0,1992.0,Jacob Marx (Politiker),"Jacob Marx (* 12. August 1926 in Mainz-Kastel; † 27. Juli 1992) war ein hessischer Politiker (CDU) und Abgeordneter des Hessischen Landtags.

 Ausbildung und Beruf 
Jacob Marx machte nach der Volkssch"
2016637,Q1451770,1929.0,2004.0,Rudolf Krammer,"Rudolf Krammer (* 7. März 1929 in Salzburg; † 3. Jänner 2004 ebenda) war ein österreichischer Fußballspieler auf der Position eines Torwarts und Olympiateilnehmer.

Krammer wuchs in Salzburg in einem "
2016671,Q1452293,1926.0,2008.0,Fred Friedman,Alfred Friedmann (später Fred Friedman; * 5. Oktober 1926 in Salzburg; † 16. Januar 2008 in Buffalo) war ein erfolgreicher Flüchtling vor der Judenverfolgung. Er konnte 1938 mit gefälschten Papieren g
2016675,Q1452304,1928.0,2000.0,Fred Gebhardt,"Fred Gebhardt (* 27. Februar 1928 in Bayreuth; † 15. August 2000) war ein deutscher Politiker und Bundestagsabgeordneter.

 Leben 

Fred Gebhardt besuchte ab 1934 die Grund- und Aufbauschule in der Ob"
2016715,Q1452487,1926.0,1985.0,Fred Rodrian,"Fred Rodrian (* 14. Juli 1926 in Berlin; † 25. Mai 1985 ebenda) war ein deutscher Verlagsleiter und Kinderbuchautor.

Leben
F. Rodrian war Sohn eines Buchdruckers und schloss eine Lehre als Reprodukti"
2016769,Q1452940,1933.0,,Frederick Lowy,"Frederick Hans Lowy, OC (born 1933) is a Canadian medical educator and former President and Vice-Chancellor of Concordia University.The Bulletin, University of Toronto, July 26, 1999 - Five U of T Com"
2016773,Q1452957,1930.0,,Lore Plietzsch,"Lore Plietzsch (* 18. September 1930 in Altenburg) ist eine deutsche Künstlerin. Sie lebt in Berlin.

 Leben 

Lore Plietzsch studierte von 1947 bis 1952 an der Hochschule für Baukunst und bildende Kü"
2016872,Q1455035,1928.0,1953.0,Gerhard Händler,"Gerhard Händler (* 22. Juli 1928 in Magdeburg; † 17. Juni 1953 ebenda) war Volkspolizist und wurde beim Volksaufstand in der DDR vom 17. Juni 1953 getötet.

 Leben 

Händler besuchte zunächst die Volk"
2016929,Q1456381,1927.0,2007.0,Friedbert Ficker,"Friedbert Ficker (* 5. September 1927 in Arnoldsgrün; † 10. Januar 2007 in Jena) war ein deutscher Kunsthistoriker.

Seit 1944 besuchte er die Kunstschule in Plauen und seit 1948 die Kunstgewerbeschul"
2016941,Q1456516,1926.0,,Friedel Schirmer,"{{Infobox Leichtathlet

| kurzname = Friedel Schirmer
| bild = 
| bildbeschreibung =
| langname = Friedrich Wilhelm Heinrich Schirmer
| nation = 
| geburtstag = 20. März 1926
| geburtsort = Stadthagen"
2016994,Q1457196,1931.0,2003.0,Friedhelm Felsch,"Friedhelm Felsch (* 12. Dezember 1931 in Schwelm; † 5. August 2003) war ein deutscher Kommunalpolitiker und ehrenamtlicher Landrat (SPD).

 Leben und Beruf 
Nach dem Schulbesuch absolvierte er eine Ve"
2017157,Q1458807,1926.0,1977.0,Friedrich Daume,"Friedrich Daume (* 12. Februar 1926 in Wien; † 25. März 1977 ebenda) war ein österreichischer Mediziner und Funktionär.

 Leben 

Der Arzt Friedrich Daume war lange Jahre als Funktionär in verschieden"
2017185,Q1459066,1929.0,2011.0,Friedrich Ferdinand Hommel,"Friedrich Ferdinand Hommel (* 14. Juli 1929 in Würzburg; † 14. November 2011 in DarmstadtTraueranzeige in der Süddeutschen Zeitung) war ein deutscher Musikwissenschaftler.

 Leben 
Friedrich Ferdinand"
2017222,Q1459276,1927.0,,Friedrich Goffitzer,"miniatur|Friedrich Goffitzers Synagoge in Linz

Friedrich (auch Fritz) Goffitzer (* 21. November 1927 in Klagenfurt) war ein österreichischer Architekt, Innenarchitekt und Designer.

 Leben und Wirken"
2017274,Q1459631,1926.0,,Friedrich Heinzle,"Friedrich Heinzle (* 24. Juni 1926 in Götzis) ist ein ehemaliger österreichischer Politiker (ÖVP) und Handelsakademiedirektor. Heinzle war von 1964 bis 1984 Abgeordneter zum Vorarlberger Landtag, von "
2017327,Q1460085,1926.0,1968.0,Friedrich Jonas,"Friedrich Jonas (* 20. Juni  1926 in Berlin; † 7. Dezember 1968 in Jugenheim in Rheinhessen) war ein deutscher Soziologe, der mit seiner vierbändigen Geschichte der Soziologie im Taschenbuchformat wei"
2017345,Q1460205,1926.0,2010.0,Lothar Barke,"Lothar Barke (* 20. Januar 1926 in Berlin; † 4. November 2010 in Dresden) war ein deutscher Animationsfilmregisseur und Drehbuchautor, sowie Mitbegründer des in Dresden beheimateten DEFA-Studios für T"
2017456,Q1461163,1929.0,2012.0,Friedrich Mildenberger,"Friedrich Mildenberger (* 28. Februar 1929 in Münsingen; † 24. März 2012Jürgen van Oorschot: Nachruf Prof. Dr. em. Friedrich Mildenberger, Nachruf der Philosophischen Fakultät und Fachbereichs Theolog"
2017534,Q1461781,1926.0,,Friedrich Romig,"Friedrich Romig (* 21. September 1926Lt. Kürschners Deutscher Gelehrten-Kalender; 23. September 1929 lt. Urteil des LG f. Strafsachen Wien, Hv 7.899 /92/95 vom 29. April 1997 in Königsberg) ist ein ös"
2017572,Q1462143,1926.0,,Friedrich Schötschel,"miniatur| hochkant=1.3 |Vierteiliges Relief am Portal der katholischen St.-Marien-Kirche in Biesenthal
Friedrich Schötschel (* 16. Juli 1926 in Halle (Saale)) ist ein deutscher Bildhauer und Maler. Se"
2017970,Q1466115,1929.0,2010.0,Fritz Eisel,"Fritz Eisel (* 27. März 1929 in Lauterbach (Hessen); † 19. September 2010 in Langen Brütz) war ein deutscher Maler.

 Leben 
Fritz Eisel wurde als ältestes von fünf Kindern in einer Arbeiterfamilie ge"
2018008,Q1466461,1929.0,2008.0,Fritz Gschnitzer,"Fritz Gschnitzer (* 6. Januar 1929 in Innsbruck; † 27. November 2008 in Neckargemünd) war ein österreichischer Althistoriker.

Fritz Gschnitzer entstammte einer Tiroler Gelehrtenfamilie. Sein Vater wa"
2018121,Q1467454,1926.0,2009.0,Fritz Marsch,"Fritz Marsch (* 1. Juni 1926 in Graz; † 3. Oktober 2009 in Wien) war ein österreichischer Politiker (SPÖ). Marsch war Abgeordneter zum Landtag von Niederösterreich, Mitglied des Bundesrates, Abgeordne"
2018219,Q1468112,1927.0,2011.0,Fritz Rößling,"Fritz Rößling (* 6. Februar 1927 in Mannheim; † 29. November 2011)  war ein deutscher Fußballspieler und -trainer.

 Spielerkarriere 
Fritz Rößling begann seine Karriere in der Jugend des SV Waldhof M"
2018220,Q1468119,1926.0,,Fritz Saacke,"Fritz Saacke (* 1. Februar 1926 in Bomsdorf) ist ein ehemaliger niedersächsischer Politiker (CDU) und Abgeordneter des Niedersächsischen Landtags.

 Ausbildung und Beruf 
Fritz Saacke besuchte Volkssc"
2018244,Q1468294,1926.0,1980.0,Hans Scharf,"Hans Scharf (* 6. November 1926 in Wiesbaden; † 2. Dezember 1980) war ein deutscher Diplomat. Er war Botschafter der DDR in Marokko und im Senegal.

 Leben 

Scharf, Sohn eines Lehrers, erlernte den B"
2018249,Q1468340,1928.0,,Fritz Schulze (SPD),"Fritz Schulze (* 14. Januar 1928 in Lübeck) ist ein deutscher evangelischer Theologe sowie Politiker (SPD) und war Mitglied des Niedersächsischen Landtages.

 Leben 
Nach der Volksschule besuchte Frit"
2018260,Q1468410,1928.0,2011.0,Fritz Semmelmann,"Fritz Semmelmann (* 24. Juli 1928 in Bayreuth; † 17. Juni 2011 ebendaSpVgg trauert um Fritz Semmelmann, Eintrag auf der Webseite der SpVgg Bayreuth. Abgerufen im Internet Archive am 23. Juli 2013 in e"
2018396,Q1470471,1928.0,2013.0,Herbert Heidtmann,"Herbert Heidtmann (* 16. April 1928 in Derschlag; † 18. April 2013 in Gummersbach) war ein deutscher Politiker, ehrenamtlicher Landrat und Landtagsabgeordneter (SPD).

 Leben und Beruf 
Nach dem Besuc"
2018501,Q1472664,1928.0,,Günther Gillessen,"Günther Gillessen (* 23. Oktober 1928 in Freiburg im Breisgau) ist ein deutscher Publizist, ehemaliger Zeitungsredakteur und emeritierter Professor für Pressejournalismus.

 Leben 
Nach seinem Abitur "
2018525,Q1473517,1926.0,,Günter Lunow,"miniatur|Günter Lunow (2009)
Günter Lunow (* 12. November 1926 in Wismar) war von 1969 bis 1989 Oberbürgermeister der Hansestadt Wismar. 

 Leben 
Günter Lunow wurde als Sohn eines Arbeiters in Wismar"
2018716,Q1478988,1928.0,,Günther Goller,"Günther Goller (* 18. September 1928 in Sillian) ist ein österreichischer Politiker (ÖVP) im Ruhestand. Goller war Stadtrat in Wien und Klubobmann der Wiener Volkspartei. 

 Ausbildung und Beruf 

Gol"
2018904,Q1485991,1927.0,,Henry G. Brandt,"Henry G. Brandt (geboren am 25. September 1927 in München; Geburtsname Heinz Georg Brandt) ist ein deutscher Rabbiner.

 Leben 
 
1939 emigrierte die Familie des damals elf Jahre alten Brandt über Eng"
2018916,Q1486277,1928.0,2010.0,Rudi Walther,"Rudi Walther (* 22. Oktober 1928 in Kassel; † 16. Mai 2010 in Wolfhagen) war ein deutscher Politiker (SPD).

Walther war seit 1946 Mitglied der SPD. Seinen Berufsweg begann er 1949 als Verwaltungsange"
2019298,Q1494439,1929.0,2003.0,Henry Kielmann,"Henry Kielmann (* 11. Februar 1929 in Hamburg; † 2003 in Argentinien) war ein deutscher Schauspieler, Regisseur und Synchronsprecher.

Kielmann hatte unter anderem Theaterengagements an den Städtische"
2019403,Q1496297,1934.0,,Klaus Schrameyer,"Klaus Schrameyer (* 8. Mai 1934 in Dresden) ist ein deutscher Diplomat. Er war zuletzt Botschafter in Skopje/Republik Mazedonien. 

 Studium und Promotion  
1953 machte Schrameyer das Abitur am Burggy"
2019485,Q1497837,1930.0,,Konrad Schön,"Konrad Schön (* 7. Mai 1930 in Mannheim) ist ein deutscher Hochschullehrer und Politiker (CDU).

 Leben und Beruf 
Nach dem Abitur nahm Schön ein Studium der Rechtswissenschaften und Philosophie an de"
2019503,Q1498318,1929.0,2003.0,Günther Leonhart,"Günther Leonhart (* 31. August 1929 in Bad Kreuznach; † 23. März 2003) war ein deutscher Politiker (SPD).

 Leben und Beruf 
Der Vermessungstechniker Leonhart arbeitete in der Kulturverwaltung von Bad"
2019551,Q1499616,1929.0,,Gert Micha Simon,"Gert Micha Simon, Pseudonym Simon Traston, (* 1929 in Berlin) ist ein deutscher Schriftsteller.

Gert Simon führte in den Jahren 1949 bis 1956 als Schriftsteller einen Briefwechsel mit Gottfried Benn."
2019564,Q1500056,1927.0,2002.0,Horst Schönemann,"[[Datei:SchönemannWolfram5.jpg|miniatur|Horst Schönemann mit Gerhard Wolfram in Dresden, 1986]]
Horst Schönemann (* 19. Januar 1927 in Elberfeld; † 14. Juni 2002 in Dresden) war ein deutscher Schauspi"
