,text,name
Q2866746," (born August 6, 1990 in Tokyo) is a Japanese actress and singer.   Biography  Aso began her career playing the role of Chisame in the Negima drama and as a member of the band pRythme. Later, she has ",Natsuko Aso
Q286733,"Jimena ""Ximena"" Navarrete Rosete (born February 22, 1988 in Guadalajara) is a Mexican model, actress and beauty pageant titleholder who won Miss Universe 2010.Miss Mexico Jimena Navarrete wins Miss Un",Ximena Navarrete
Q287027,"Sola Aoi or, less often, Sora Aoi (Japanese: , Aoi Sora), is the stage name of a Japanese AV idol, nude model, and film and television actress. Her popularity as an adult video actress has led to cele",Sola Aoi
Q288933,"Marjorie Estiano (born March 8, 1982) is a Brazilian actress and singer. She rose to prominence in 2004 playing the role of Natasha in the Rede Globo teen series Malhação. She has played the protagoni",Marjorie Estiano
Q2889673,"Alvin ""Vin"" Guiang Abrenica is a Filipino actor born on (May 27, 1991) in Angeles City, Pampanga who appeared as a contestant on the reality-based talent search show Artista Academy Celebrity kin amon",Vin Abrenica
Q2891266,"Mariangela Soleil Frias Trinidad (born January 21, 1986), also known as Panky Trinidad, is a Filipina singer. She was one of the scholars of the first season of Pinoy Dream Academy in 2006. In 2008, s",Panky Trinidad
Q289424,"Hero Angeles (born December 8, 1984 in Pasig City, Metro Manila, Philippines) is a Filipino actor. Hero Angeles bested four other contestants in the Grand Finals for the title ""Grand Teen Questor"" in ",Hero Angeles
Q289662,"Dayana Sabrina Mendoza Moncada (born June 1, 1986 in Caracas, Venezuela) is a model, actress and beauty pageant titleholder who won the titles of Miss Venezuela 2007 and Miss Universe 2008.iht.com,  V",Dayana Mendoza
Q289808,"Tien Fu-Chen (), more commonly known as Hebe, was born on 30 March 1983 in Hsinchu City, Taiwan. She is a Taiwanese singer, actress, TV program hostess, and most notably a member of Taiwanese Mandopop",Hebe Tien
Q2912629,"Marvelous Alejo (born Margarette Veronica Louise Lim, June 9, 1996) is a Filipino actress and singer. She was a contestant in TV5's reality series Artista Academy.  Biography Marvelous was born on Jun",Marvelous Alejo
Q2912661,"Zendee Rose Tenerefe (Zendee Rose Japitana Tenerefe born on June 21, 1991) is a Filipina singer, who rose to prominence after a video of her singing a karaoke version of Jennifer Hudson's And I Am Tel",Zendee Rose Tenerefe
Q2912739,"Sophie Albert (real name: Bianca Lyttle Reyes) is a Filipino actress born in Mandaluyong City, Manila. She first came into the public eye as a contestant on Artista Academy,http://www.artistaacademy.p",Sophie Albert
Q291361,"Hallie Kate Eisenberg (born August 2, 1992) is an American actress.  Early life Eisenberg was born in East Brunswick Township, New Jersey, the daughter of Amy, who worked as a clown at children's part",Hallie Eisenberg
Q291446,"Go Ah-sung (born August 10, 1992) is a South Korean actress. She began her career as a child actress, notably in 2006 top-grossing blockbuster The Host. Go also starred in the high school TV drama Mas",Go Ah-sung
Q2918895,"Karla Cossío (; born June 22, 1985 in Cuba) is a Mexican actress.  Born in Cuba and brought to Mexico when she was only three months old , Karla Cossío began performing very young. She studied acting ",Karla Cossío
Q292470,"Isis King (born October 1, 1985) is an American fashion model and a fashion designer. She was a contestant on both the eleventh cycle and the seventeenth cycle of the reality television show America's",Isis King
Q2924867,"Brian Joseph Brohm (born September 23, 1985) is an Canadian football quarterback who is currently a member of the Winnipeg Blue Bombers of the Canadian Football League. He was drafted by the Green Bay",Brian Brohm
Q292717,"Gina Jane Choi or simply Choi Gina (Hangul: 최지나; born September 13, 1987), better known by her stage name G.NA, is a Canadian singer and songwriter based in South Korea under Cube Entertainment. She r",G.NA
Q2944319,"Mara Hautea Schnittka, better known by her stage name Julia Montes (born March 19, 1995 in Pandacan, Manila), is a Filipina-German actress and commercial model. She is best known for her leading roles",Julia Montes
Q2947457,"Richard Edward Peralta or Richard Peralta,Chad Peralta, Birth Name: Richard Peralta, Nickname: Chad, IMDb.com also known as Chad Peralta or Chad only, is a singer and actor from the Philippines.  He i",Chad Peralta
Q29545,"Kevin Wayne Durant (born September 29, 1988) is an American professional basketball player with the Oklahoma City Thunder of the National Basketball Association (NBA). Standing at 6 ft 9 in (2.06 m) a",Kevin Durant
Q2963543," (born September 23, 1984), also known as Nami Funakura (船倉奈美), is a Japanese AV idol who has starred in more than 200 adult videos from various labels.  Life and career Hasegawa began her adult video",Chihiro Hasegawa
Q296484,"Cory Allan Michael Monteith (May 11, 1982 July 13, 2013) was a Canadian actor and musician, best known for his role as Finn Hudson on the Fox television series Glee.  As an actor based in British Colu",Cory Monteith
Q297221,"Kevin Wesley Love (born September 7, 1988) is an American professional basketball player who currently plays for the Cleveland Cavaliers of the National Basketball Association (NBA). He is a three-tim",Kevin Love
Q298249," is a Japanese actress best known for her performances in One Missed Call and Battle Royale.http://www.imdb.com/name/nm1179806/bio  Filmography  Movies  Battle Royale (2000), as Hirono Shimizu  One Mi",Anna Nagata
Q29835,"Alodia Almira Arraiza Gosiengfiao (born March 9, 1988) is a Filipina cosplayer, model, singer, and actress. As a celebrity endorser, she is one of the ambassadors and VJ for Animax-Asia known as the """,Alodia Gosiengfiao
Q2999259,Ken Chan is a Filipino-Chinese actor who is currently seen in GMA Network's shows.  Biography  Early life and career beginnings Ken Chan is taking up Tourism at De La Salle–College of Saint Benilde wh,Ken Chan
Q2999265,"Alexander Xian Cruz Lim Uy (born July 12, 1989) is a Chinese Filipino actor, a model and a singer, also known as Xian Lim. Lim is a contract artist of Star Magic. Lim is famous for playing the roles o",Xian Lim
Q302567,"Marian Rivera (), (born Marian Rivera Gracia on August 12, 1984   in Madrid, Spain) is a Spanish born-Filipino commercial model and actress. She is known for her roles in Marimar, Dyesebel, Amaya and ",Marian Rivera
Q302817,"Aaron Hillel Swartz (November 8, 1986 – January 11, 2013) was an American computer programmer, entrepreneur, writer, political organizer and Internet hacktivist who committed suicide in the context of",Aaron Swartz
Q3043228," is a Japanese actor and singer. He is best known for his roles as Sadaharu Inui in The Prince of Tennis (musical series Tenimyu & live film adaptation), and as The Black Lion Rio in the tokusatsu tel",Hirofumi Araki
Q30449,"Avril Ramona Lavigne (;  ; born 27 September 1984) is a Canadian-French singer and songwriter.  She was born in Belleville, Ontario, and spent most of her youth in the town of Napanee. By the age of 1",Avril Lavigne
Q3048549, is a singer and actress who had a minor role in the 2004 movie Swing Girls.http://www.imdb.com/name/nm1945389/  References  Category:1983 births Category:Japanese actresses Category:People from Obihi,Nagisa Abe
Q3048607," born April 21, 1981 in Hiroshima,Oikawa said on Twitter ""私は広島市生まれなので"" (in Japanese) on 2010-09-08. Japan is a Japanese actress, TV Personality and was also a former AV idol who was very popular in th",Nao Oikawa
Q3051132,"Elise Estrada (born July 30, 1987)Kidzworld.com Elise Estrada Biography. Retrieved on September 20, 2009. is a Filipino-Canadian pop singer-songwriter and actress. She is known for her hit singles rel",Elise Estrada
Q3055549,"Troy James Smith (born July 20, 1984) is an American football quarterback who is currently a free agent.  He played college football for Ohio State University, was recognized as an All-American, and w",Troy Smith
Q3056615," is a Japanese pop artist. She made her debut in the early 1990s as part of the group Speed which disbanded in March 2000. Eriko began her work away from Speed during 1998, performing ""Tsumetaku Shina",Eriko Imai
Q3057335," is a Japanese actress, model and adult video (AV) performer and director who has also used the name  for still photo shoots. Her long and prolific career and international recognition mark her as an ",Sakura Sakurada
Q3064499,", born July 16, 1985, is a Japanese actor from Osaka Prefecture.  Selected filmography  TV Drama When the Last Sword Is Drawn Doremi Sora Teru Teru Kazoku Medaka Shin Akakabu Kenji Funsenki Piano Byak",Hiroyuki Onoue
Q3067359,"James Richard ""Jimmy"" Clausen (born September 21, 1987) is an American football quarterback for the Chicago Bears of the National Football League (NFL). He was drafted by the Carolina Panthers in the ",Jimmy Clausen
Q3067375,"Shanti Snyder (born 4 June 1981), better known as Shanti, is a Japanese lyricist, singer, songwriter, and music TV host of mixed descent, based in Japan and hailing from Kanagawa Prefecture. She perfo",Shanti Snyder
Q3069111,"John Brantley, IV (born March 3, 1989) is a former American football quarterback. He was signed after the 2012 NFL Draft by the Baltimore Ravens as an undrafted free agent. He was a highly sought-afte",John Brantley
Q3069114,"Héctor Alexis Gómez (born March 5, 1988) is a Dominican professional baseball shortstop for the Milwaukee Brewers of Major League Baseball (MLB). He has also played in MLB for the Colorado Rockies.  C",Héctor Gómez
Q3084946,Marestella Torres (born 20 February 1981) is a Filipino long jumper.  Torres finished fourth at the 2002 Asian Championships and won the silver medal at the 2005 Asian Championships.Asian Championship,Marestella Torres
Q3088828," is a Japanese actress, gravure idol, and TV personality from Sendai, Miyagi Prefecture. Her most notable appearances are in Shimokita Glory Days. Seto appeared in her first movie, Seoul Raiders, in 2",Saki Seto
Q3088852," is a Japanese AV idol who has performed for several prominent adult video (AV) companies and who has appeared in more than 500 AVs.   Life and career  Hino was born March 7, 1986 in Kanagawa Prefectu",Hikari Hino
Q309555,"  Michael Austin Cera  (; born June 7, 1988) is a Canadian actor and musician known for his roles in Arrested Development, Youth in Revolt, Superbad, Scott Pilgrim vs. the World, Nick & Norah's Infini",Michael Cera
Q309697,"Brandon Richard Flowers (born June 21, 1981) is an American musician, singer, songwriter and lyricist. He is best known as the frontman of the Las Vegas-based rock band The Killers. In 2010, Flowers r",Brandon Flowers
Q310275,"Francisco ""Frankie""  Muñiz IV (born December 5, 1985) is an American actor, musician, writer, producer, and racing driver. He is known primarily as the star of the FOX television family sitcom Malcolm",Frankie Muniz
Q310580,"David Roland Cook (born December 20, 1982) is an American rock singer-songwriter, who rose to fame after winning the seventh season of the reality television show American Idol. Prior to Idol he relea",David Cook (singer)
Q3109984," is a Japanese gravure idol, tarento, and actress signed to Japan Art.  Biography Born in Otaru, Hokkaidō, Kawamura grew up in Yokohama, Kanagawa and later in Abiko, Chiba. She made her debut in 2003 ",Yukie Kawamura
Q3111310," (born April 7, 1981) is the oldest member of the Japanese pop group Speed, which disbanded in 2000 and reformed in 2009. She was born in Okinawa, Japan, and is also known purely by her first name, Hi",Hitoe Arakaki
