,text,name
Q314779,Nacer Barazite (Arabic: ناصر بارازيت) (born 27 May 1990) is a Dutch footballer who plays for FC Utrecht in the Dutch Eredivisie. Barazite can play as either an attacking midfielder or striker.  Club c,Nacer Barazite
Q314789,"Arouna Koné (born 11 November 1983) is an Ivorian professional footballer who plays for Everton in the Premier League, as a striker.   After making a name for himself in the Eredivisie, with Roda and ",Arouna Koné
Q3154849,ازابیلا سوپرانو (لاطینی: Isabella Soprano) ایک فحش اداکارہ ہے۔   نگار خانہ    متعلقہ روابط   فہرست فحش اداکارائیں  فحش فلم  فحش نگاری   حوالہ جات  زمرہ:نامکمل  زمرہ:امریکی فحش اداکارائیں زمرہ:1981ء کی,ازابیلا سوپرانو
Q3165960,Nazriya Nazim (; born 20 December 1994) is an Indian film actress who has starred in Malayalam and Tamil films. She started her career as an anchor on Malayalam television before pursuing a career as ,Nazriya Nazim
Q3177702,"Jessie Volt (born March 29, 1990) is a French pornographic actress.  Career She is represented by the agency Brill Babes in Europe and by agent Mark Spiegler in the United States.  She appears in the ",Jessie Volt
Q3180582," is a Japanese film actress, a former AV idol and a well-known celebrity in Japan.  Life and career Natsume was born on January 23, 1980 in Sakai, Osaka, Japan (Her birthdate has usually been reported",Nana Natsume
Q3180588," is a Japanese model, singer and a former AV idol. She retired from the adult industry in 2007.  Life and career  Early life and AV debut Naho Ozawa was born on January 26, 1983 in Kanagawa Prefecture",Naho Ozawa
Q3180613, is a Japanese model and adult video actress. She began as a Gravure idol and later moved to hardcore video work where she became an award-winning AV Idol.  Life and career Gravure Idol Aoki was born ,Rin Aoki
Q3181949,", born April 15, 1981Infobox data from 彩名 杏子 - Ayana Kyouko Profile at Web I-dic in Japan's Kanagawa Prefecture, is a Japanese AV Idol who debuted in 2001. According to Peter Payne, founder of the Jap",Kyoko Ayana
Q3183329,Umar Akmal (; born 26 May 1990) is a Pakistani cricketer. He made his ODI debut on 1 August 2009 against Sri Lanka and made his Test debut against New Zealand on 23 November 2009. He is a right-handed,Umar Akmal
Q3188041,"Judy Minx (born around 1989) is a French pornographic actress. She identifies as a sex worker, queer and as a feminist activist.  Biography Judy Minx was born in Paris and is Tunisian and Algerian des",Judy Minx
Q3192216,Kalki Koechlin (French: ) (born 10 January 1984) is an Indian film actress of French descent who debuted in Anurag Kashyap's critically acclaimed Hindi film Dev.D (2009). She played the character of C,Kalki Koechlin
Q3194891,"Kelly Divine (born July 3, 1984 in Chester, Pennsylvania) is an American pornographic actress.  Awards and nominations 2010 AVN Award nominee – Best Double Penetration Sex Scene – Oil Overload 2 (with",Kelly Divine
Q3202252,"Mohammad Amir (, born 13 April 1992) also known as  Mohammad Aamer,  is a Pakistani international cricketer, whose suspension and subsequent five-year ban curtailed his promising career.  He is a left",Mohammad Amir
Q3202264,"Yasir Arafat Satti (born 12 March 1982) is a Pakistani cricketer.  He bats right-handed and bowls right-arm fast.  International career Having previously represented his country at Under-15 level, he ",Yasir Arafat (cricketer)
Q3240946,"Lily Carter (born April 15, 1990) is the stage name of an American pornographic actress.  Career Carter began performing in the adult film industry in 2010 when she was 20 years old. Her first scene w",Lily Carter
Q3241800," (1985 - 2007), also known as  was a Japanese adult film actress. Misaki's career spanned over two years during which she appeared in at least seventy DVDs.Amazon search on 美咲 沙耶 (Misaki Saya), conduc",Saya Misaki
Q3247964,"Dylan Ryder (born February 23, 1981), is the stage name of an American pornographic actress.  Early life Ryder was born in Fresno, California. She is of Italian and German descent. She has two younger",Dylan Ryder
Q3257333,"Lizz Tayler (born June 9, 1990 in Phoenix, Arizona) is an American pornographic actress and adult model.  Career Born in Arizona, Tayler debuted in the adult industry in March 2010.Steve Javors, ""Cybe",Lizz Tayler
Q326451,Islam Feruz (born 10 September 1995) is a Scottish professional  footballer who plays as a centre forward for Superleague Greece club OFI Crete on loan from Chelsea. He is yet to make a competitive ap,Islam Feruz
Q3267881,", also known as Miho Maejima, is a popular Japanese model and AV idol who formerly appeared on broadcast television in Japan.   Life and career  Miho Maeshima was born in Tokyo on July 26, 1986. In an",Miho Maeshima
Q3270164,"Jandi Lin (born March 19, 1985) is an American pornographic actress. She began her porn career in 2007 at about the age of 22.  She entered the adult industry after answering a Craigslist ad she saw j",Jandi Lin
Q32732,"Malala Yousafzai (Malālah Yūsafzay,  ; born 12 July 1997) is a Pakistani activist for female education and the youngest-ever Nobel Prize laureate. She is known mainly for human rights advocacy for edu",Malala Yousafzai
Q3273844,"Salman Butt (Punjabi/, Salmān Baṭṭ; born 7 October 1984) is a Pakistani cricketer who was jailed in Britain for match fixing in 2011. He was earlier a regular Test and ODI left-handed opening batsman.",Salman Butt
Q3294589,جینیفر وائٹ (فحش اداکارہ) (لاطینی: Jennifer White (pornographic actress)) ایک فحش اداکارہ ہے۔   متعلقہ روابط   فہرست فحش اداکارائیں  فحش فلم  فحش نگاری   حوالہ جات  زمرہ:نامکمل  زمرہ:1988ء کی پیدائشیں,جینیفر وائٹ (فحش اداکارہ)
Q3297485,"__notoc__ Nikki Jayne (born June 10, 1985)Nikki Jayne Biography is the stage name of a former British pornographic actress.  Early life Born in Manchester, she grew up in the Wigan suburb of Beech Hil",Nikki Jayne
Q3305108,"Melissa Claire Egan (born September 28, 1981 in Pound Ridge, New York) is an American actress, best known for her roles as Annie Lavery on All My Children and Chelsea Lawson on The Young and the Restl",Melissa Claire Egan
Q330970,"Sweety Shetty (born on 7 November 1981), known by her stagename Anushka Shetty, is an Indian film actress, who works mainly in the Telugu and Tamil film industries.  Born in Mangalore, Anushka started",Anushka Shetty
Q331155,"Shruti Rajalakshmi Haasan  (born January 28, 1986) is an Indian actress, singer and musician who works in the South Indian film industries and Bollywood. Her parents are Kamal Haasan and Sarika.  As a",Shruti Haasan
Q3311685,"Mili Jay (born December 23, 1983) is a Slovak pornographic actress. In 2006, she won the ""Best Starlette"" Ninfa Prize for her performance in Las Perversiones de Silvia Saint.   References  External li",Mili Jay
Q3316590,بلیو اینجل (فحش اداکارہ) (لاطینی: Blue Angel (pornographic actress)) ایک فحش اداکارہ ہے۔   متعلقہ روابط   فہرست فحش اداکارائیں   حوالہ جات  زمرہ:نامکمل  زمرہ:1988ء کی پیدائشیں زمرہ:بقید حیات شخصیات زم,بلیو اینجل (فحش اداکارہ)
Q3316978,"Misti Dawn (born February 11, 1986) is a former American pornographic actress. She co-hosts SModcast:Bagged & Boarded with Matt Cohen.  Early life Dawn was born in Henderson, Kentucky. She is of Irish",Misti Dawn
Q3321267,"Denice Klarskov (born April 18, 1986) is a Danish pornographic actress and entrepreneur.  Life and career Klarskov started her career at 16 as a photo model, appearing in several major magazines and e",Denice Klarskov
Q3341003,"Nicole Beharie (born January 3, 1985) is an American actress. She is known for her roles in American Violet (2008), Shame (2011), and 42 (2013). Since September 2013, she has starred in the Fox fantas",Nicole Beharie
Q334890,"Sofiane Feghouli () (born 26 December 1989) is an Algerian footballer who plays for Spanish club Valencia CF and the Algeria national team. He operates mainly as a right winger, but can also play as a",Sofiane Feghouli
Q335428,Sultan Kösen (; born 10 December 1982) is a Turkish Kurdish farmer who holds the Guinness World Record for tallest living male at .  His growth resulted from a tumour affecting his pituitary gland. Hi,Sultan Kösen
Q3357940,"Muhammad Abbas (), (born February 16, 1986) is a Pakistani alpine skierFIS bio who was his nation's first competitor at the Winter Olympic Games, in 2010. Muhammad Abbas was not expected to win any me",Muhammad Abbas (skier)
Q3393373,"Lucía Lapiedra (born Miriam Sanchez""Miriam Sánchez, antes Lucía Lapiedra: De reina del porno a madre"", Nieves Salinas, Interviu. Retrieved 2007-10-16.   on January 31, 1981 in Vallecas, Madrid, Spain)",Lucía Lapiedra
Q3394365,"Garyfallia ""Julia"" Alexandratou () is a Greek socialite, media personality, glamour model, singer, actress, and pornographic actress. In 2002, at age 16, she won the beauty pageant title ""Miss Young"" ",Julia Alexandratou
Q339910,"Aleska Diamond (born August 6, 1988) is the stage name of a Hungarian-born pornographic actress.  Diamond started to work in the porn business in 2007. In 2012 and 2013, she won the Female Foreign Per",Aleska Diamond
Q3403722,"Prinzzess (born February 6, 1985), is the stage name of an American pornographic actress and Penthouse Pet.  Early life Prinzzess grew up in a missionary family that moved from an Amish community (tho",Prinzzess
Q34086,"Justin Drew Bieber (; born March 1, 1994) is a Canadian singer and songwriter. Bieber's current manager, Scooter Braun first discovered him through his YouTube videos in 2007. Braun was impressed with",Justin Bieber
Q3453813,"Ryan Keely (born July 2, 1984 in Seattle, Washington),Ryan Keely's Official Blog. Retrieved July 31, 2011. is an American pornographic actress, sex advice columnist, Penthouse PetPenthouse Magazine Oc",Ryan Keely
Q347965,"Princess Donna  is a pornographic actress, adult movie director and BDSM educator, based in San Francisco, California. Currently she is the director of the websites Public Disgrace, Bound Gang Bangs, ",Princess Donna
Q3481958,Sherlyn Chopra (formerly known as Mona Chopra) is an Indian model and actress.  Early life Sherlyn Chopra was born to a Muslim mother and a Christian doctor father. She attended Stanley Girls High Sch,Sherlyn Chopra
Q348199,"Mehmet Topal (born 3 March 1986) is a Turkish professional footballer who plays for Fenerbahçe SK in the Süper Lig, as a defensive midfielder.  Club career Early years Born in Malatya, Topal started h",Mehmet Topal
Q3514905,Archita Sahu (ଅର୍ଚିତା ସାହୁ) (born 29 June 1988) is an Indian actress and model. She is famous for her career as an actor in various Ollywood movies. She played the lead female role in several hit Oriy,Archita Sahu
Q3518507,"Shoaib Malik (Punjabi, ) (born 1 February 1982) is a Pakistani cricket player and former captain. He made his One-Day International debut in 1999 against the West Indies and his Test debut in 2001 aga",Shoaib Malik
