,text,name
Q1729610,Karine Muijlwijk (* 16. Februar 1988 in Gouda) ist eine niederländische Volleyballspielerin.   Karriere  Muijlwijk begann ihre Karriere in ihrer Heimatstadt bei Radius Gouda. Anschließend spielte sie ,Karine Muijlwijk
Q1729682,"Samy Kehli (born 27 January 1991) is a French professional footballer who currently plays as a midfielder for Ligue 2 club FC Metz.  Kehli began his career in the reserve team at Metz, and made his de",Samy Kehli
Q1729907,"Karl-Heinz Lappe (born 14 September 1987) is a German footballer  who plays as a striker for FC Ingolstadt 04.  Career  Lappe had played in Bayern Munich's youth system, but was released at a young ag",Karl-Heinz Lappe
Q17302758,"Megan Brigman (born November 7, 1990) is an American soccer defender who currently plays for Seattle Reign FC of the National Women's Soccer League.  Early life Born and raised in Laurinburg, North Ca",Megan Brigman
Q17310195,Alexandra Meyer (* 20. Oktober 1994 in Delmenhorst) ist eine deutsche Handballspielerin.   Karriere  Alexandra Meyer begann mit vier Jahren mit dem Handball.handball-world.com: Mainz findet neue Torfr,Alexandra Meyer
Q17322680,"Juri Wladimirowitsch Lodygin (, ; * 26. Mai 1990 in Wladimir, RSFSR, Sowjetunion) ist ein russisch-griechischer Fußballspieler. Er spielt auf der Position des Torwartes. Zurzeit ist er beim Verein Zen",Juri Wladimirowitsch Lodygin
Q17325254,"Murat Adigüzel (* 15. Januar 1992 in Hamburg) ist ein deutscher Fußballspieler. Er spielt seit Januar 2014 für die SV Elversberg.   Karriere  Adigüzel war in seiner Jugend für den SV Reiskirchen, den ",Murat Adigüzel
Q17325694,Philipp Hauck (* 20. Januar 1993 in Bad Schlema) ist ein deutscher Fußballspieler. Er spielt seit Sommer 2013 für den FC Erzgebirge Aue.   Karriere  Hauck spielte schon sehr früh in den Jugendmannscha,Philipp Hauck (Fußballspieler)
Q17326463,"Svenja Weger (* 4. September 1993 in Heidelberg) ist eine deutsche Seglerin. Sie ist Mitglied im  Potsdamer Yachtclub und aktuell wohnhaft in Kiel, wo sie auch Psychologie studiert.  Sie ist die amtie",Svenja Weger
Q1734862,"Thomas Konrad (born 5 November 1989) is a German footballer who plays for Dundee.  On 13 July 2014, Konrad appeared as a trialist for Dundee in their pre-season fixture against Manchester CityDundee 2",Thomas Konrad
Q1735146,Kasper Faust Henriksen (* 11. März 1986) ist ein dänischer Badmintonspieler.   Karriere Kasper Faust Henriksen wurde 2005 Junioreneuropameister im Herrendoppel mit Rasmus Bonde. 2007 siegten beide bei,Kasper Faust Henriksen
Q17352745,"Gabriel de León, vollständiger Name Gabriel de León Villegas, (* 3. März 1993) ist ein uruguayischer Fußballspieler.   Karriere   Privates  Der aus Santa Catalina stammende de León wurde als ältester ",Gabriel de León
Q17352941,"Agustín Olivera, vollständiger Name Agustín Olivera Scalabrini, (* 2. März 1992) ist ein uruguayischer Fußballspieler.   Karriere  Der 1,82 Meter große Mittelfeldakteur Olivera stieß zur Apertura 2013",Agustín Olivera
Q17352985,Maxime Rouquet (* 5. Oktober 1985 in Paris) ist ein französischer Politiker. Er war 2011 bis 2012 Vorsitzender der Parti Pirate (PP) und ist seit 2013 stellvertretender Vorsitzender der Europäischen P,Maxime Rouquet
Q1735525,"Shawn Maurice Barry (* 23. April 1990 in Miramar, Florida) ist ein US-amerikanischer Fußballspieler mit Abstammung aus Puerto Rico. Er spielt auf der Position eines Abwehrspielers. Barry ist aktuell i",Shawn Maurice Barry
Q1735842,"Kateryna Stezenko (, engl. Transkription Kateryna Stetsenko; * 22. Januar 1982) ist eine ukrainische Marathonläuferin.  2007 gewann sie den Krakau-Marathon und wurde Vierte beim Baltimore-Marathon. De",Kateryna Stezenko
Q1735915,Katharina Heyer (* 25. April 1983 in Ellwangen (Jagst)) ist eine deutsche Schauspielerin.   Leben   Heyer ist die Tochter eines Richters und einer Lehrerin. Sie hatte früh ausgeprägte Vorlieben für Mu,Katharina Heyer
Q1735941,Katharina Küpper (* 10. Juni 1985 in Kassel) ist eine deutsche Schauspielerin.   Leben  Nach dem Abitur 2004 in Kassel besuchte Katharina Küpper die Internationale Schule für Schauspiel und Acting (IS,Katharina Küpper
Q1735961,"Katharina Michel (* 17. September 1988) ist die Gewinnerin der vierten Staffel von MusicStar, der Castingshow von SF 1. Sie trat kurzzeitig unter dem Pseudonym Kät auf.  Katharina Michel stammt aus Br",Katharina Michel
Q1736014,Katharina Wien (* 7. November 1991 in Lingen (Ems)) ist eine deutsche Schauspielerin und Model.  Wien spielte von Ende November 2003 bis Ende 2007 die Hauptrolle der Susann „Sue“ Birnbaum in der Kinde,Katharina Wien
Q1736021,"Katharina Woschek (* 30. Mai 1988 in Oppeln, Polen) ist eine deutsche Schauspielerin.  Aufgewachsen ist Katharina Woschek in Breckerfeld in der Nähe von Hagen. Einem breiteren Publikum wurde sie bekan",Katharina Woschek
Q1736239,Katherine Brand (* 20. April 1987 in Maisach als Katherine Jungbauer) ist eine deutsche Schauspielerin.  Bekannt wurde sie durch ihre Rolle als Pia Busch in Marienhof. Sie spielte im Schultheater sowi,Katherine Brand
Q1736284,Kathleen Radtke (born 31 January 1985) is a German footballer. She plays as a midfielder for Manchester City in the FA WSL.  Early life Radtke studied sports psychology at the Friedrich-Schiller-Unive,Kathleen Radtke
Q1736509,"[[Datei:Poissy_Triathlon_Nice2011.JPG|thumb|Mannschaft von Poissy Triathlon (Andrea Hewitt, Carole Péon, Kathrin Müller, Jessica Harrison, und Bérengère Abraham), 2011]] Kathrin Müller (* 9. Januar 19",Kathrin Müller (Triathletin)
Q1736511,Kathrin „Kathi“ Nussbacher (* 25. Oktober 1991 in Graz) ist eine ehemalige österreichische Kunstturnerin.   Karriere  Nussbacher belegte bei den Österreichischen Staatsmeisterschaften 2005 den dritten,Kathrin Nussbacher
Q1736516,Kathrin Pfisterer (* 17. Juli 1982) ist eine frühere deutsche Biathletin.  Pfisterer machte international zum ersten Mal bei den Juniorenweltmeisterschaften 2000 in Hochfilzen mit einem 11. Platz im S,Kathrin Pfisterer
Q1736729,{{Infobox Naturbahnrodler  | kurzname = Katrin Mladek | bild = 250px|Katrin Mladek im Training bei der EM 2010Katrin Mladek im Training bei der EM 2010 | langname =  | nation =  | geburtstag = 25. Jän,Katrin Mladek
Q1736739,thumb|upright|Katrin Rafalski 2014 Katrin Rafalski (* 4. Februar 1982) ist eine deutsche Fußballschiedsrichterin. Sie pfeift für den Verein TSV Besse.   Werdegang  Rafalski ist seit 1996 Schiedsrichte,Katrin Rafalski
Q1737254,"Kaveh Mehrabi (born 5 May 1982) is a professional Iranian badminton player. He was born in Tehran.  On April 10, 2003 Mehrabi moved to Copenhagen, Denmark to become the first Iranian professional badm",Kaveh Mehrabi
Q17373232,Srđan Grahovac (born 19 September 1992)http://www.uefa.com/under21/season=2015/teams/player=250019907/index.html is a Bosnian footballer who plays for Rapid Wien in the Austrian Football Bundesliga.  ,Srđan Grahovac
Q1737438,"Kayleigh Emma Pearson (born 25 June 1985 in Bath, England) is a model who is most famous for winning FHM's second High Street Honey competition, in 2003. She hails from Worcestershire and grew up in B",Kayleigh Pearson
Q1737597,Kazım Sarı (* 9. März 1982 in Balıkesir) ist ein türkischer Fußballtorhüter.   Karriere  Sarı erlernte das Fußballspielen in der Jugendmannschaft des Amateurvereins Gömeç Belediyespor und wechselte im,Kazım Sarı
Q1737688,"Moritz „Mo“ Sckaer (* 26. Februar 1986) ist ein deutscher Baseballspieler (Pitcher). Aktuell trägt er die Nummer ""9"" bei den Cologne Cardinals.  Er spielte von 1996 bis 2004 für die Nordrhein-Westfale",Moritz Sckaer
Q1738016,"Keira Rathbone (* 1983 in Reading) ist eine britische Typewriter-Art- und Performance-Künstlerin. Sie lebt und arbeitet in ihrem Studio, im Westen von London.   Arbeitsgerät sind ihre mechanischen Sch",Keira Rathbone
Q1738309,"Kelly Kristen Gould (born August 4, 1999, in Los Angeles, California) is an American child actress. She is known for her recurring role as Rosie on the Disney Channel Original Series Jessie.  Life and",Kelly Gould
Q1738319,{{Infobox Skeletonfahrer  | kurzname = Kelly Moffat | bild =  | langname =  | nation =  | geburtstag = 12. Januar 1981 | geburtsort =  | geburtsland =  | groesse = 165 | gewicht = 58 | beruf =  | ster,Kelly Moffat
Q1738637,"Ken Leemans (born 5 January 1983 in Vilvoorde) is a Belgian footballer who is currently a free agent.  Leemans is a midfielder who was born in Vilvoorde and made his debut in professional football, be",Ken Leemans
Q1738656,"Ken Passmann (* 14. April 1985 in Krefeld) ist ein deutscher Eishockeytorwart, der seit 2009 beim EHC Krefeld Niederrhein unter Vertrag steht.   Karriere  Ken Passmann spielte erst im Nachwuchs des Kr",Ken Passmann
Q1738716,"Kendrick Graeme Lynn (born 30 November 1982 in Tokoroa, New Zealand) is a professional rugby union player. A versatile utility back, he is currently playing for Lyon in the French Top 14 competition. ",Kendrick Lynn
Q1738738,"Keng Lam Fong (* 15. Dezember 1990) ist ein macauischer Eishockeyspieler.   Karriere  Keng Lam Fong nahm für die macauische Nationalmannschaft in den Jahren 2008, 2011 und 2012 jeweils am IIHF Challen",Keng Lam Fong
Q1739220,Alexander Aschauer (born 14 March 1992)http://www.uefa.com/under19/teams/player=250003955/index.html is an Austrian professional footballer who plays for First Vienna as a striker.  In January 2011 As,Alexander Aschauer
Q1740156,Kevin Grob (* 24. Juni 1992 in Jena) ist ein deutscher Fußballspieler. Er spielt als Mittelfeldspieler oder Verteidiger.   Karriere  Kevin Grob durchlief die Jugend des FC Carl Zeiss Jena und war in d,Kevin Grob
Q1740183,"Kevin Kapstad (born February 12, 1986) is an American professional ice hockey defenceman. He is currently playing with Leksands IF of the Swedish Hockey League (SHL).  Kapstad made his Swedish Hockey ",Kevin Kapstad
Q1740474,"Khaing Zar Lin (* 22. August 1991) ist eine burmesische Badmintonspielerin.   Karriere Khaing Zar Lin nahm 2011 im Dameneinzel‎, Damendoppel ‎und mit dem Team an den Südostasienspielen teil. Sie unter",Khaing Zar Lin
Q1740741,Kia Lätti (* 9. September 1983) ist eine ehemalige finnische Biathletin.  Kia Lätti gab ihr internationales Debüt bei einer Meisterschaft im Rahmen der Juniorenrennen der Biathlon-Europameisterschafte,Kia Lätti
Q1741544,"Kim Mi-gyong (; born 17 October 1991 in South Hwanghae Province) is a North Korean long-distance runner. She competed in the marathon at the 2012 Summer Olympics, placing 74th with a time of 2:38:33. ",Kim Mi-gyong
Q1741564,Kim Renkema (* 28. Juni 1987 in Hoogeveen) ist eine niederländische Volleyball- und Beachvolleyballspielerin.   Karriere  Renkema begann ihre Karriere in der Halle bei Olhaco Hoogeveen. Anschließend s,Kim Renkema
Q17417815,"Federico Albanese (born 1982 in Milan, Italy) is an Italian composer and pianist, who releases solo-albums and writes music for films. In his compositions he combines minimalistic piano melodies, stri",Federico Albanese
Q17418158,"Gonzalo Píriz, vollständiger Name Gonzalo Martín Píriz González, (* 4. Oktober 1988 in Tacuarembó) ist ein uruguayischer Fußballspieler.   Karriere  Der 1,69 Meter große Offensivakteur Píriz stand min",Gonzalo Píriz
Q17425363,Laura Louisa Garde (* 1988 in Berlin)Eintrag auf der Internetseite der Agentur Gold Berlin ist eine deutsche Schauspielerin. Seit 2013 moderiert sie für Nickelodeon zusammen mit Sascha Quade die Sendu,Laura Louisa Garde
Q17425407,Estelly Mosselly (* 1992) ist eine französische Boxerin. Sie wurde 2014 Vize-Europameisterin im Leichtgewicht.  Werdegang   Estelle Mosselly begann als Jugendliche mit dem Boxen. Sie gehört dem Box-Cl,Estelle Mosselly
Q1743451,Kirill Dmitrijewitsch Kudrjaschow (; * 21. August 1987 in Jurjew-Polski) ist ein russischer Biathlet.  Kirill Kudrjaschow trat international erstmals bei den Sommerbiathlon-Weltmeisterschaften 2011 in,Kirill Dmitrijewitsch Kudrjaschow
Q1743455,"Kirill Koltsov (born February 1, 1983) is a Russian professional ice hockey defenceman who currently plays for Salavat Yulaev Ufa of the Kontinental Hockey League (KHL).Salavat Yulaev Ufa's 2010-11 Ro",Kirill Koltsov
Q174356,"Nicolas Verdonck (born 5 December 1985 in Brussels) is a Belgian racing driver.  Career  Formula Renault Verdonck competed in Formula Renault 1600 in 2003, his first year in single seaters. His race e",Nico Verdonck
Q1744759,Claus-Georg-Gustav „Jojo“ Schöning (* 16. Juni 1992 in Berlin) ist ein deutscher Schauspieler.  Schöning spielte von Ende November 2004 bis Anfang Dezember 2007 die Hauptrolle des Chu-Yong „Chui“ Wang,Claus-Georg-Gustav Schöning
Q17457945,Ciaran Chambers (* 4. Februar 1994 in Belfast) ist ein nordirischer Badmintonspieler.   Karriere Ciaran Chambers belegte bei den Ulster Open 2011 Rang zwei im Mixed. 2014 gewann er Silber bei den iris,Ciaran Chambers
Q174623,"Larisa Yurkiw (born March 30, 1988 in Owen Sound, Ontario) is a Canadian alpine skier, specializing in downhill and super-G.  On January 13, 2007, Larisa made her debut on the FIS World Cup at Altenma",Larisa Yurkiw
Q1747044,{{Infobox Skispringer  | kurzname = Nicolas Mayer | bild = Nicolas Mayer.JPG | bildgroesse =  | bildbeschreibung = Nicolas Mayer 2011 | langname =  | nation =  | geburtstag = 6. Oktober 1990 | geburts,Nicolas Mayer
Q1748910, Alexandru Curtean  (born 27 March 1987 in Sibiu) is a Romanian footballer who currently plays as a midfielder. He is under contract with Gaz Metan Mediaș.   Personal  Curtean grew up in a family of a,Alexandru Curtean
Q17489848,Francisco Rodríguez Araya (born 8 February 1995) is a Swiss-Chilean footballer who currently plays as a midfielder for FC Zurich in the Swiss Super League. His older brothers are the Swiss internation,"Francisco Rodriguez (footballer, born 1995)"
Q17493280,Jan May (* 11. Juni 1995 in Landau in der Pfalz) ist ein deutscher Bahnradsportler.  Jan May ist Spezialist in den Kurzzeitdisziplinen auf der Bahn. Seinen ersten großen internationalen Erfolg hatte e,Jan May
Q17511223,Stéphane Sparagna (born 17 February 1995) is a French footballer who plays as an defender for Ligue 1 club Marseille. He made his league debut in a 3–3 draw against Bastia on 9 August 2014.   Referenc,Stéphane Sparagna
Q1751152,Simon Wiener (* 5. Mai 1994 in Uster) ist ein Schweizer Violinist und Komponist.  Simon Wiener war langjähriger Schüler von Jens Lohmann. Er studiert bei Zakhar Bron an der Musikhochschule Zürich. Wie,Simon Wiener
Q1751522,"Silizium ( silex = Kiesel) (* 25. Juli 1991 in Bad Friedrichshall, bürgerlich Mario Calabrese), ist ein deutscher Musiker aus Heilbronn. Seine Musik wird der Schwarzen Szene zugeordnet.   Leben  Siliz",Silizium (Musiker)
Q17522392,"Klaus Kauker (* 16. November 1987 in Frankfurt am Main) ist deutscher Komponist, Instrumentalist, Musikproduzent und Moderator.   Leben  Kauker ist in Mülheim an der Ruhr aufgewachsen und studierte an",Klaus Kauker
Q1752303,"Phakornkham Fongmalayseng (* 20. November 1988) ist ein Badmintonspieler aus Laos.   Sportliche Karriere Phakornkham Fongmalayseng konnte sich für die Südostasienspiele 2007, die Asienmeisterschaft 20",Phakornkham Fongmalayseng
Q1752449,Stefan Rothe (* 8. August 1981 in Dresden) ist ein deutscher Radrennfahrer.  Rothe begann 1992 beim 1. RSV Dresden mit dem Radsport. Später fuhr er als Junior und Amateur für den Dresdner Sportclub 18,Stefan Rothe
Q1753441,"Jermaine Bucknor (born November 1, 1983) is a Canadian professional basketball player who currently plays for TBB Trier of the Basketball Bundesliga (BBL).   Career  The 6 ft 7 inch Edmonton native pl",Jermaine Bucknor
Q175364,"Adrian Ioan Sălăgeanu (born 9 April 1983 in Carei, Romania) is a Romanian football player currently under contract with ASA Târgu Mureș.   Career    Oțelul Galați   He played 4 years for Oțelul Galați",Adrian Sălăgeanu
Q175516,"Michael Van Staeyen (born 13 August 1988 in Ekeren, Belgium) is a professional road racing cyclist currently riding for UCI Professional Continental team . In August 2014 Van Staeyen signed for Cofidi",Michael Van Staeyen
Q1755742,Tahj James Rodney Minniecon (born 13 February 1989) is an Australian football (soccer) player who plays for Loyola Meralco Sparks F.C. in the United Football League.  Early life He grew up in Brisbane,Tahj Minniecon
